createdAt,record,actor.id,model,action,changes,actor.role,error,performance.score,performance.internetSpeedText,performance.avgLagMs,browser,os,is_mobile,browser_version,os_version,country,region,timezone
2025-04-06T13:58:17.110Z,rec_00002,,room,update,"['removeAt', 'conclusion', 'status']",,,,,,,,,,,,,
2025-04-12T11:03:41.298Z,rec_00011,user_00003,user,create,"['provider', 'nickname', 'lang', 'loggedAt', 'ipaddress', 'useragent']",student,,,,,Chrome Mobile WebView,Mac OS X,True,132.0.6834,10.15.7,RU,Transbaikal Territory,Asia/Chita
2025-04-12T11:03:41.431Z,rec_00012,,room,create,"['identifier', 'template', 'provider', 'subject', 'openAt', 'closeAt', 'timeout', 'lifetime', 'expires', 'removeAt', 'rules', 'url', 'api', 'invites', 'quorum', 'concurrent', 'planAfter', 'planBefore', 'members', 'addons', 'metrics', 'weights', 'threshold', 'attempt', 'student', 'proctor', 'status', 'tags', 'locale', 'timezone', 'error']",,,,,,,,,,,,,
2025-04-12T11:06:17.592Z,rec_00012,user_00003,room,update,['error'],student,NoScreen: Browser does not support screen capture,,,,Chrome Mobile WebView,Mac OS X,True,132.0.6834,10.15.7,RU,Transbaikal Territory,Asia/Chita
2025-04-12T11:07:50.135Z,rec_00011,user_00003,user,update,"['useragent', 'loggedAt']",student,,,,,Yandex Browser,iOS,True,25.3.0,17.7.1,RU,Transbaikal Territory,Asia/Chita
2025-04-12T11:09:25.362Z,rec_00012,user_00003,room,update,['error'],student,,,,,Yandex Browser,iOS,True,25.3.0,17.7.1,RU,Transbaikal Territory,Asia/Chita
2025-04-12T11:10:20.382Z,rec_00012,user_00003,room,update,['student'],student,,,,,Yandex Browser,iOS,True,25.3.0,17.7.1,RU,Transbaikal Territory,Asia/Chita
2025-04-12T11:10:29.727Z,rec_00012,user_00003,room,update,['error'],student,Error: Incorrect passport position,,,,Yandex Browser,iOS,True,25.3.0,17.7.1,RU,Transbaikal Territory,Asia/Chita
2025-04-12T11:10:36.868Z,rec_00012,user_00003,room,update,['error'],student,,,,,Yandex Browser,iOS,True,25.3.0,17.7.1,RU,Transbaikal Territory,Asia/Chita
2025-04-12T11:11:12.731Z,rec_00012,user_00003,room,update,['student'],student,,,,,Yandex Browser,iOS,True,25.3.0,17.7.1,RU,Transbaikal Territory,Asia/Chita
2025-04-12T11:11:29.778Z,rec_00011,,user,update,"['unique', 'verified']",,,,,,,,,,,,,
2025-04-12T11:11:30.320Z,rec_00012,user_00003,room,update,"['startedAt', 'signedAt', 'conclusion', 'status']",student,,,,,Yandex Browser,iOS,True,25.3.0,17.7.1,RU,Transbaikal Territory,Asia/Chita
2025-04-12T11:18:55.432Z,rec_00012,user_00003,room,update,"['stoppedAt', 'status']",student,,,,,Yandex Browser,iOS,True,25.3.0,17.7.1,RU,Transbaikal Territory,Asia/Chita
2025-04-12T11:19:42.083Z,rec_00012,,room,update,"['removeAt', 'conclusion', 'status']",,,,,,,,,,,,,
2025-04-12T12:42:00.876Z,rec_00013,user_00004,user,create,"['provider', 'nickname', 'lang', 'loggedAt', 'ipaddress', 'useragent']",student,,,,,Huawei Browser,Android,True,13.0.5,12,RU,Transbaikal Territory,Asia/Chita
2025-04-12T12:42:00.951Z,rec_00014,,room,create,"['identifier', 'template', 'provider', 'subject', 'openAt', 'closeAt', 'timeout', 'lifetime', 'expires', 'removeAt', 'rules', 'url', 'api', 'invites', 'quorum', 'concurrent', 'planAfter', 'planBefore', 'members', 'addons', 'metrics', 'weights', 'threshold', 'attempt', 'student', 'proctor', 'status', 'tags', 'locale', 'timezone', 'error']",,,,,,,,,,,,,
2025-04-12T12:47:49.986Z,rec_00013,user_00004,user,update,"['ipaddress', 'loggedAt']",student,,,,,Huawei Browser,Android,True,13.0.5,12,RU,Transbaikal Territory,Asia/Chita
2025-04-12T12:48:52.538Z,rec_00013,user_00004,user,update,['loggedAt'],student,,,,,Huawei Browser,Android,True,13.0.5,12,RU,Transbaikal Territory,Asia/Chita
2025-04-12T13:21:22.108Z,rec_00013,user_00004,user,update,['loggedAt'],student,,,,,Huawei Browser,Android,True,13.0.5,12,RU,Transbaikal Territory,Asia/Chita
2025-04-12T13:23:25.844Z,rec_00014,user_00004,room,update,['error'],student,NoVideo: Permission denied,,,,Huawei Browser,Android,True,13.0.5,12,RU,Transbaikal Territory,Asia/Chita
2025-04-12T13:25:19.023Z,rec_00013,user_00004,user,update,"['useragent', 'loggedAt']",student,,,,,Yandex Browser,Android,True,25.2.6,12,RU,Transbaikal Territory,Asia/Chita
2025-04-12T13:25:22.602Z,rec_00013,user_00004,user,update,['loggedAt'],student,,,,,Yandex Browser,Android,True,25.2.6,12,RU,Transbaikal Territory,Asia/Chita
2025-04-12T13:27:49.030Z,rec_00014,user_00004,room,update,['error'],student,,,,,Yandex Browser,Android,True,25.2.6,12,RU,Transbaikal Territory,Asia/Chita
2025-04-12T13:28:37.383Z,rec_00014,user_00004,room,update,['student'],student,,,,,Yandex Browser,Android,True,25.2.6,12,RU,Transbaikal Territory,Asia/Chita
2025-04-12T13:28:49.396Z,rec_00014,user_00004,room,update,['error'],student,Error: Incorrect passport position,,,,Yandex Browser,Android,True,25.2.6,12,RU,Transbaikal Territory,Asia/Chita
2025-04-12T13:28:53.863Z,rec_00014,user_00004,room,update,['error'],student,,,,,Yandex Browser,Android,True,25.2.6,12,RU,Transbaikal Territory,Asia/Chita
2025-04-12T13:29:00.761Z,rec_00014,user_00004,room,update,['error'],student,Error: Incorrect passport position,,,,Yandex Browser,Android,True,25.2.6,12,RU,Transbaikal Territory,Asia/Chita
2025-04-12T13:29:14.082Z,rec_00014,user_00004,room,update,['error'],student,,,,,Yandex Browser,Android,True,25.2.6,12,RU,Transbaikal Territory,Asia/Chita
2025-04-12T13:30:26.714Z,rec_00014,user_00004,room,update,['student'],student,,,,,Yandex Browser,Android,True,25.2.6,12,RU,Transbaikal Territory,Asia/Chita
2025-04-12T13:30:40.521Z,rec_00013,,user,update,"['unique', 'verified']",,,,,,,,,,,,,
2025-04-12T13:30:40.655Z,rec_00014,user_00004,room,update,"['startedAt', 'signedAt', 'conclusion', 'status']",student,,,,,Yandex Browser,Android,True,25.2.6,12,RU,Transbaikal Territory,Asia/Chita
2025-04-12T13:31:37.617Z,rec_00003,user_00002,user,update,"['ipaddress', 'useragent', 'loggedAt']",administrator,,,,,Chrome,Windows,False,135.0.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-12T13:32:36.599Z,rec_00002,user_00002,room,delete,"['identifier', 'template', 'provider', 'subject', 'openAt', 'closeAt', 'timeout', 'lifetime', 'expires', 'removeAt', 'rules', 'url', 'api', 'invites', 'quorum', 'concurrent', 'planAfter', 'planBefore', 'members', 'addons', 'metrics', 'weights', 'threshold', 'attempt', 'student', 'proctor', 'startedAt', 'stoppedAt', 'signedAt', 'conclusion', 'comment', 'status', 'tags', 'locale', 'timezone', 'error']",administrator,,,,,Chrome,Windows,False,135.0.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-12T13:39:23.903Z,rec_00014,user_00004,room,update,"['stoppedAt', 'status']",student,,,,,Yandex Browser,Android,True,25.2.6,12,RU,Transbaikal Territory,Asia/Chita
2025-04-12T13:39:40.292Z,rec_00014,,room,update,"['removeAt', 'conclusion', 'status']",,,,,,,,,,,,,
2025-04-13T13:48:09.863Z,rec_00013,user_00004,user,update,['loggedAt'],student,,,,,Yandex Browser,Android,True,25.2.6,12,RU,Transbaikal Territory,Asia/Chita
2025-04-13T13:48:09.937Z,rec_00015,,room,create,"['identifier', 'template', 'provider', 'subject', 'openAt', 'closeAt', 'timeout', 'lifetime', 'expires', 'removeAt', 'rules', 'url', 'api', 'invites', 'quorum', 'concurrent', 'planAfter', 'planBefore', 'members', 'addons', 'metrics', 'weights', 'threshold', 'attempt', 'student', 'proctor', 'status', 'tags', 'locale', 'timezone', 'error']",,,,,,,,,,,,,
2025-04-13T13:51:03.199Z,rec_00015,user_00004,room,update,['student'],student,,,,,Yandex Browser,Android,True,25.2.6,12,RU,Transbaikal Territory,Asia/Chita
2025-04-13T13:51:47.398Z,rec_00015,user_00004,room,update,['student'],student,,,,,Yandex Browser,Android,True,25.2.6,12,RU,Transbaikal Territory,Asia/Chita
2025-04-13T13:52:01.885Z,rec_00015,user_00004,room,update,"['startedAt', 'signedAt', 'conclusion', 'status']",student,,,,,Yandex Browser,Android,True,25.2.6,12,RU,Transbaikal Territory,Asia/Chita
2025-04-13T14:01:38.593Z,rec_00015,user_00004,room,update,"['stoppedAt', 'status']",student,,,,,Yandex Browser,Android,True,25.2.6,12,RU,Transbaikal Territory,Asia/Chita
2025-04-13T14:01:43.204Z,rec_00015,,room,update,"['removeAt', 'conclusion', 'status']",,,,,,,,,,,,,
2025-04-13T14:03:29.964Z,rec_00013,user_00004,user,update,['loggedAt'],student,,,,,Yandex Browser,Android,True,25.2.6,12,RU,Transbaikal Territory,Asia/Chita
2025-04-13T14:03:30.080Z,rec_00016,,room,create,"['identifier', 'template', 'provider', 'subject', 'openAt', 'closeAt', 'timeout', 'lifetime', 'expires', 'removeAt', 'rules', 'url', 'api', 'invites', 'quorum', 'concurrent', 'planAfter', 'planBefore', 'members', 'addons', 'metrics', 'weights', 'threshold', 'attempt', 'student', 'proctor', 'status', 'tags', 'locale', 'timezone', 'error']",,,,,,,,,,,,,
2025-04-15T00:35:19.305Z,rec_00017,user_00005,user,create,"['provider', 'nickname', 'lang', 'loggedAt', 'ipaddress', 'useragent']",student,,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T00:35:19.361Z,rec_00018,,room,create,"['identifier', 'template', 'provider', 'subject', 'openAt', 'closeAt', 'timeout', 'lifetime', 'expires', 'removeAt', 'rules', 'url', 'api', 'invites', 'quorum', 'concurrent', 'planAfter', 'planBefore', 'members', 'addons', 'metrics', 'weights', 'threshold', 'attempt', 'student', 'proctor', 'status', 'tags', 'locale', 'timezone', 'error']",,,,,,,,,,,,,
2025-04-15T00:37:45.028Z,rec_00017,user_00005,user,update,['loggedAt'],student,,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T00:41:30.300Z,rec_00018,user_00005,room,update,['error'],student,Error: Several faces were found,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T00:41:38.444Z,rec_00018,user_00005,room,update,['error'],student,,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T00:41:45.852Z,rec_00018,user_00005,room,update,['student'],student,,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T00:42:03.386Z,rec_00018,user_00005,room,update,['error'],student,Error: Incorrect passport position,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T00:42:03.981Z,rec_00018,user_00005,room,update,['error'],student,,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T00:42:07.304Z,rec_00018,user_00005,room,update,['error'],student,Error: Incorrect passport position,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T00:42:10.520Z,rec_00018,user_00005,room,update,['error'],student,,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T00:42:18.635Z,rec_00018,user_00005,room,update,['error'],student,Error: Incorrect passport position,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T00:42:25.099Z,rec_00018,user_00005,room,update,['error'],student,,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T00:42:30.077Z,rec_00018,user_00005,room,update,['error'],student,Error: Face not found,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T00:42:39.431Z,rec_00018,user_00005,room,update,['error'],student,,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T00:56:35.718Z,rec_00017,user_00005,user,update,['loggedAt'],student,,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T01:00:19.146Z,rec_00018,user_00005,room,update,['student'],student,,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T01:00:33.220Z,rec_00018,user_00005,room,update,['error'],student,Error: Face not found,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T01:00:37.025Z,rec_00018,user_00005,room,update,['error'],student,,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T01:00:53.263Z,rec_00018,user_00005,room,update,['student'],student,,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T01:01:16.183Z,rec_00017,,user,update,"['unique', 'verified']",,,,,,,,,,,,,
2025-04-15T01:01:16.246Z,rec_00018,user_00005,room,update,"['startedAt', 'signedAt', 'conclusion', 'status']",student,,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T01:06:51.459Z,rec_00018,user_00005,room,update,"['stoppedAt', 'status']",student,,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T01:07:00.395Z,rec_00018,,room,update,"['removeAt', 'conclusion', 'status']",,,,,,,,,,,,,
2025-04-15T01:10:47.124Z,rec_00017,user_00005,user,update,['loggedAt'],student,,,,,Yandex Browser,iOS,True,25.2.2,18.3.1,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T01:10:47.170Z,rec_00019,,room,create,"['identifier', 'template', 'provider', 'subject', 'openAt', 'closeAt', 'timeout', 'lifetime', 'expires', 'removeAt', 'rules', 'url', 'api', 'invites', 'quorum', 'concurrent', 'planAfter', 'planBefore', 'members', 'addons', 'metrics', 'weights', 'threshold', 'attempt', 'student', 'proctor', 'status', 'tags', 'locale', 'timezone', 'error']",,,,,,,,,,,,,
2025-04-15T04:10:37.677Z,rec_00020,user_00006,user,create,"['provider', 'nickname', 'lang', 'loggedAt', 'ipaddress', 'useragent']",student,,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T04:10:37.802Z,rec_00021,,room,create,"['identifier', 'template', 'provider', 'subject', 'openAt', 'closeAt', 'timeout', 'lifetime', 'expires', 'removeAt', 'rules', 'url', 'api', 'invites', 'quorum', 'concurrent', 'planAfter', 'planBefore', 'members', 'addons', 'metrics', 'weights', 'threshold', 'attempt', 'student', 'proctor', 'status', 'tags', 'locale', 'timezone', 'error']",,,,,,,,,,,,,
2025-04-15T04:13:09.425Z,rec_00021,user_00006,room,update,['student'],student,,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T04:13:29.614Z,rec_00021,user_00006,room,update,['error'],student,Error: Incorrect facial position,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T04:13:33.079Z,rec_00021,user_00006,room,update,['error'],student,,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T04:13:37.403Z,rec_00021,user_00006,room,update,['error'],student,Error: Face not found,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T04:13:43.798Z,rec_00021,user_00006,room,update,['error'],student,,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T04:13:50.012Z,rec_00021,user_00006,room,update,['student'],student,,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T04:13:59.949Z,rec_00021,user_00006,room,update,['error'],student,Error: Incorrect passport position,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T04:14:02.699Z,rec_00021,user_00006,room,update,['error'],student,,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T04:14:16.832Z,rec_00021,user_00006,room,update,['student'],student,,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T04:14:31.289Z,rec_00020,,user,update,"['unique', 'verified']",,,,,,,,,,,,,
2025-04-15T04:14:31.425Z,rec_00021,user_00006,room,update,"['startedAt', 'signedAt', 'conclusion', 'status']",student,,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T04:24:30.937Z,rec_00021,user_00006,room,update,"['stoppedAt', 'status']",student,,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T04:25:00.116Z,rec_00021,,room,update,"['removeAt', 'conclusion', 'status']",,,,,,,,,,,,,
2025-04-15T05:11:44.310Z,rec_00022,user_00007,user,create,"['provider', 'nickname', 'lang', 'loggedAt', 'ipaddress', 'useragent']",student,,,,,Huawei Browser,Android,True,15.0.4,10,RU,Transbaikal Territory,Asia/Chita
2025-04-15T05:11:44.384Z,rec_00023,,room,create,"['identifier', 'template', 'provider', 'subject', 'openAt', 'closeAt', 'timeout', 'lifetime', 'expires', 'removeAt', 'rules', 'url', 'api', 'invites', 'quorum', 'concurrent', 'planAfter', 'planBefore', 'members', 'addons', 'metrics', 'weights', 'threshold', 'attempt', 'student', 'proctor', 'status', 'tags', 'locale', 'timezone', 'error']",,,,,,,,,,,,,
2025-04-15T05:12:05.922Z,rec_00022,user_00007,user,update,['loggedAt'],student,,,,,Huawei Browser,Android,True,15.0.4,10,RU,Transbaikal Territory,Asia/Chita
2025-04-15T05:15:13.556Z,rec_00023,user_00007,room,update,['student'],student,,,,,Huawei Browser,Android,True,15.0.4,10,RU,Transbaikal Territory,Asia/Chita
2025-04-15T05:15:28.881Z,rec_00023,user_00007,room,update,['error'],student,Error: Incorrect passport position,,,,Huawei Browser,Android,True,15.0.4,10,RU,Transbaikal Territory,Asia/Chita
2025-04-15T05:16:00.322Z,rec_00023,user_00007,room,update,['error'],student,,,,,Huawei Browser,Android,True,15.0.4,10,RU,Transbaikal Territory,Asia/Chita
2025-04-15T05:16:24.341Z,rec_00023,user_00007,room,update,['student'],student,,,,,Huawei Browser,Android,True,15.0.4,10,RU,Transbaikal Territory,Asia/Chita
2025-04-15T05:16:36.514Z,rec_00022,,user,update,"['unique', 'verified']",,,,,,,,,,,,,
2025-04-15T05:16:36.619Z,rec_00023,user_00007,room,update,"['startedAt', 'signedAt', 'conclusion', 'status']",student,,,,,Huawei Browser,Android,True,15.0.4,10,RU,Transbaikal Territory,Asia/Chita
2025-04-15T05:21:36.249Z,rec_00022,user_00007,user,update,['loggedAt'],student,,,,,Huawei Browser,Android,True,15.0.4,10,RU,Transbaikal Territory,Asia/Chita
2025-04-15T05:25:05.459Z,rec_00023,user_00007,room,update,"['stoppedAt', 'status']",student,,,,,Huawei Browser,Android,True,15.0.4,10,RU,Transbaikal Territory,Asia/Chita
2025-04-15T05:26:00.353Z,rec_00023,,room,update,"['removeAt', 'conclusion', 'status']",,,,,,,,,,,,,
2025-04-15T05:27:32.739Z,rec_00020,user_00006,user,update,['loggedAt'],student,,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T05:27:32.857Z,rec_00024,,room,create,"['identifier', 'template', 'provider', 'subject', 'openAt', 'closeAt', 'timeout', 'lifetime', 'expires', 'removeAt', 'rules', 'url', 'api', 'invites', 'quorum', 'concurrent', 'planAfter', 'planBefore', 'members', 'addons', 'metrics', 'weights', 'threshold', 'attempt', 'student', 'proctor', 'status', 'tags', 'locale', 'timezone', 'error']",,,,,,,,,,,,,
2025-04-15T05:29:54.622Z,rec_00024,user_00006,room,update,['student'],student,,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T05:30:08.356Z,rec_00024,user_00006,room,update,['error'],student,Error: Face not found,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T05:30:10.221Z,rec_00024,user_00006,room,update,['error'],student,,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T05:30:26.218Z,rec_00024,user_00006,room,update,['error'],student,Error: Face not found,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T05:30:27.057Z,rec_00024,user_00006,room,update,['error'],student,,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T05:30:39.401Z,rec_00024,user_00006,room,update,['student'],student,,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T05:30:47.835Z,rec_00024,user_00006,room,update,"['startedAt', 'signedAt', 'conclusion', 'status']",student,,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T05:35:53.457Z,rec_00024,user_00006,room,update,"['stoppedAt', 'status']",student,,,,,Chrome,Linux,False,133.0.0,,RU,Transbaikal Territory,Asia/Chita
2025-04-15T05:36:00.124Z,rec_00024,,room,update,"['removeAt', 'conclusion', 'status']",,,,,,,,,,,,,
2025-04-15T07:21:59.905Z,rec_00003,user_00002,user,update,"['ipaddress', 'loggedAt']",administrator,,,,,Chrome,Windows,False,135.0.0,10,RU,Irkutsk Oblast,Asia/Irkutsk
2025-04-15T07:35:47.057Z,rec_00025,user_00008,user,create,"['provider', 'nickname', 'lang', 'loggedAt', 'ipaddress', 'useragent']",student,,,,,Chrome,Linux,False,135.0.0,,RU,Transbaikal Territory,Asia/Chita
