createdAt,attempt_end_time,actor.id,equipment_check_time_min,attempt_success,attempt_id,attempt_size,amount_of_errors,Error: Face not found,Error: Incorrect facial position,Error: Incorrect passport position,other,browser,os,is_mobile,browser_version,os_version,country,region
2025-04-15 07:35:47.057000+00:00,2025-04-15 07:41:30.106000+00:00,user_00008,5.717483333333333,1,1,9,2,0.0,0.0,1.0,0.0,Chrome,Linux,False,135.0.0,,RU,Transbaikal Territory
2025-04-15 07:49:38.985000+00:00,2025-04-15 07:52:28.849000+00:00,user_00008,2.8310666666666666,1,2,4,0,0.0,0.0,0.0,0.0,Chrome,Linux,False,135.0.0,,RU,Transbaikal Territory
2025-04-15 07:59:39.556000+00:00,2025-04-15 07:59:39.556000+00:00,user_00008,0.0,1,3,1,0,0.0,0.0,0.0,0.0,Chrome,Linux,False,135.0.0,,RU,Transbaikal Territory
2025-04-15 08:52:48.723000+00:00,2025-04-15 08:57:56.291000+00:00,user_00008,5.126133333333333,1,4,4,0,0.0,0.0,0.0,0.0,Chrome,Linux,False,135.0.0,,RU,Transbaikal Territory
2025-04-15 08:15:46.620000+00:00,2025-04-15 08:21:38.987000+00:00,user_00009,5.8727833333333335,1,1,10,4,0.0,0.0,1.0,1.0,Chrome,Linux,False,135.0.0,10,RU,Transbaikal Territory
2025-04-17 00:28:03.881000+00:00,2025-04-17 00:33:03.353000+00:00,user_00010,4.9912,1,1,6,2,0.0,0.0,1.0,0.0,Mobile Safari,iOS,True,18.3.1,18.3.2,RU,Irkutsk Oblast
2025-04-24 06:54:30.582000+00:00,2025-04-24 06:59:05.626000+00:00,user_00011,4.584066666666667,0,1,3,1,0.0,0.0,0.0,1.0,Chrome,Windows,False,135.0.0,10,RU,Irkutsk Oblast
2025-04-27 06:22:13.899000+00:00,2025-04-27 06:26:36.373000+00:00,user_00011,4.3745666666666665,1,2,8,4,0.0,2.0,0.0,0.0,Chrome,Windows,False,135.0.0,10,RU,Irkutsk Oblast
2025-04-27 06:29:20.099000+00:00,2025-04-27 06:29:20.099000+00:00,user_00011,0.0,1,3,1,0,0.0,0.0,0.0,0.0,Chrome,Windows,False,135.0.0,10,RU,Irkutsk Oblast
2025-04-24 16:03:58.826000+00:00,2025-04-24 16:07:10.948000+00:00,user_00012,3.2020333333333335,0,1,3,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,135.0.0,10,RU,Irkutsk Oblast
2025-05-31 01:29:39.923000+00:00,2025-05-31 01:47:39.575000+00:00,user_00012,17.9942,1,2,144,135,5.0,10.0,52.0,1.0,Chrome Mobile,Android,True,136.0.0,10,RU,Transbaikal Territory
2025-06-02 22:13:57.870000+00:00,2025-06-02 22:28:34.562000+00:00,user_00012,14.611533333333334,0,3,168,164,2.0,0.0,81.0,0.0,Chrome Mobile,Android,True,136.0.0,10,RU,Transbaikal Territory
2025-06-03 00:01:48.359000+00:00,2025-06-03 00:06:59.738000+00:00,user_00012,5.18965,1,4,57,53,4.0,0.0,22.0,0.0,Chrome Mobile,Android,True,136.0.0,10,RU,Transbaikal Territory
2025-06-04 00:40:04.625000+00:00,2025-06-04 00:57:30.135000+00:00,user_00012,17.425166666666666,0,5,307,305,13.0,0.0,140.0,0.0,Chrome Mobile,Android,True,136.0.0,10,RU,Transbaikal Territory
2025-06-05 00:44:06.451000+00:00,2025-06-05 00:54:03.804000+00:00,user_00012,9.955883333333333,0,6,191,188,1.0,0.0,94.0,0.0,Chrome Mobile,Android,True,136.0.0,10,RU,Transbaikal Territory
2025-06-05 01:07:55.237000+00:00,2025-06-05 01:14:52.244000+00:00,user_00012,6.950116666666667,1,7,56,49,2.0,2.0,20.0,0.0,Chrome Mobile,Android,True,136.0.0,10,RU,Transbaikal Territory
2025-06-05 01:20:36.882000+00:00,2025-06-05 01:23:04.356000+00:00,user_00012,2.4579,1,8,6,2,0.0,1.0,0.0,0.0,Chrome Mobile,Android,True,136.0.0,10,RU,Transbaikal Territory
2025-04-25 02:39:55.398000+00:00,2025-04-25 02:57:20.084000+00:00,user_00013,17.41143333333333,1,1,6,0,0.0,0.0,0.0,0.0,Chrome,Linux,False,135.0.0,,RU,Transbaikal Territory
2025-04-26 04:02:18.219000+00:00,2025-04-26 04:06:30.581000+00:00,user_00014,4.206033333333333,0,1,3,1,0.0,0.0,0.0,1.0,MiuiBrowser,Android,True,14.32.0,10,RU,Transbaikal Territory
2025-04-26 04:28:38.870000+00:00,2025-04-26 04:41:19.013000+00:00,user_00014,12.66905,0,2,6,4,0.0,0.0,0.0,2.0,MiuiBrowser,Android,True,14.32.0,10,RU,Transbaikal Territory
2025-04-26 07:59:28.505000+00:00,2025-04-26 08:03:14.112000+00:00,user_00014,3.7601166666666668,0,3,7,4,0.0,0.0,2.0,0.0,Chrome Mobile,Android,True,135.0.0,10,RU,Transbaikal Territory
2025-04-26 08:59:53.911000+00:00,2025-04-26 09:23:32.676000+00:00,user_00014,23.646083333333333,1,4,21,15,4.0,0.0,2.0,3.0,Chrome Mobile,Android,True,135.0.0,10,RU,Transbaikal Territory
2025-05-02 07:24:24.212000+00:00,2025-05-02 07:44:18.277000+00:00,user_00015,19.901083333333336,1,1,23,14,3.0,1.0,3.0,0.0,Chrome Mobile,Android,True,135.0.0,10,RU,Transbaikal Territory
2025-04-30 13:52:50.283000+00:00,2025-04-30 13:56:32.435000+00:00,user_00016,3.7025333333333332,1,1,4,0,0.0,0.0,0.0,0.0,Chrome,Windows,False,135.0.0,10,RU,Transbaikal Territory
2025-05-02 10:48:58.386000+00:00,2025-05-02 10:51:36.236000+00:00,user_00017,2.6308333333333334,0,1,3,1,0.0,0.0,0.0,1.0,MiuiBrowser,Android,True,14.32.0,10,RU,Transbaikal Territory
2025-05-02 11:46:22.093000+00:00,2025-05-02 11:46:57.105000+00:00,user_00017,0.5835333333333333,0,2,3,2,0.0,0.0,0.0,1.0,MiuiBrowser,Android,True,14.32.0,10,RU,Transbaikal Territory
2025-05-02 11:58:18.888000+00:00,2025-05-02 11:59:09.729000+00:00,user_00017,0.84735,0,3,4,2,0.0,0.0,0.0,1.0,MiuiBrowser,Android,True,14.32.0,10,RU,Transbaikal Territory
2025-05-03 09:50:04.761000+00:00,2025-05-03 09:53:20.007000+00:00,user_00018,3.2541,1,1,6,2,0.0,1.0,0.0,0.0,Chrome,Windows,False,135.0.0,10,RU,Irkutsk Oblast
2025-05-06 09:11:08.498000+00:00,2025-05-06 09:14:21.499000+00:00,user_00019,3.2166833333333336,1,1,8,4,0.0,1.0,1.0,0.0,Chrome,Windows,False,135.0.0,10,RU,Irkutsk Oblast
2025-05-08 10:17:17.276000+00:00,2025-05-08 10:21:14.873000+00:00,user_00020,3.95995,1,1,5,0,0.0,0.0,0.0,0.0,Chrome,Windows,False,135.0.0,10,RU,Irkutsk Oblast
2025-05-08 10:24:11.310000+00:00,2025-05-08 10:27:29.839000+00:00,user_00020,3.3088166666666665,1,2,3,0,0.0,0.0,0.0,0.0,Chrome,Windows,False,135.0.0,10,RU,Transbaikal Territory
2025-05-12 02:03:45.012000+00:00,2025-05-12 02:07:44.824000+00:00,user_00021,3.996866666666667,1,1,10,6,3.0,0.0,0.0,0.0,Chrome,Windows,False,136.0.0,10,RU,Irkutsk Oblast
2025-05-12 02:18:22.075000+00:00,2025-05-12 02:24:21.501000+00:00,user_00022,5.990433333333333,1,1,24,20,10.0,0.0,0.0,0.0,Chrome,Windows,False,136.0.0,10,RU,Irkutsk Oblast
2025-05-12 02:29:45.662000+00:00,2025-05-12 02:33:18.084000+00:00,user_00022,3.5403666666666664,1,2,4,0,0.0,0.0,0.0,0.0,Chrome,Windows,False,136.0.0,10,RU,Irkutsk Oblast
2025-05-12 11:56:58.675000+00:00,2025-05-12 12:02:29.845000+00:00,user_00023,5.5195,1,1,10,6,2.0,1.0,0.0,0.0,Chrome,Windows,False,136.0.0,10,RU,Irkutsk Oblast
2025-05-12 12:54:17.363000+00:00,2025-05-12 12:57:29.772000+00:00,user_00024,3.2068166666666666,1,1,4,0,0.0,0.0,0.0,0.0,Chrome,Windows,False,136.0.0,10,RU,Irkutsk Oblast
2025-05-24 11:22:34.230000+00:00,2025-05-24 11:26:00.795000+00:00,user_00030,3.4427499999999998,1,1,4,0,0.0,0.0,0.0,0.0,Chrome,Windows,False,136.0.0,10,RU,Transbaikal Territory
2025-05-24 11:27:29.715000+00:00,2025-05-24 11:30:25.392000+00:00,user_00030,2.92795,1,2,3,0,0.0,0.0,0.0,0.0,Chrome,Windows,False,136.0.0,10,RU,Transbaikal Territory
2025-06-03 05:52:55.507000+00:00,2025-06-03 05:55:45.401000+00:00,user_00031,2.831566666666667,0,1,4,2,0.0,0.0,1.0,0.0,Yandex Browser,Android,True,25.4.4,14,RU,Transbaikal Territory
2025-06-04 01:55:59.445000+00:00,2025-06-04 01:59:05.905000+00:00,user_00031,3.107666666666667,1,2,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,25.4.4,14,RU,Transbaikal Territory
2025-06-05 09:41:20.197000+00:00,2025-06-05 09:45:03.652000+00:00,user_00031,3.72425,1,3,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,25.4.4,14,RU,Transbaikal Territory
2025-06-05 09:52:28.129000+00:00,2025-06-05 09:54:49.345000+00:00,user_00031,2.3536,1,4,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,25.4.4,14,RU,Transbaikal Territory
2025-06-05 09:59:18.641000+00:00,2025-06-05 10:02:15.843000+00:00,user_00031,2.9533666666666667,1,5,12,8,0.0,4.0,0.0,0.0,Yandex Browser,Android,True,25.4.4,14,RU,Transbaikal Territory
2025-05-30 13:05:58.109000+00:00,2025-05-30 13:12:54.011000+00:00,user_00032,6.9317,0,1,18,17,9.0,0.0,0.0,0.0,Chrome,Linux,False,136.0.0,,RU,Transbaikal Territory
2025-05-30 14:53:14.301000+00:00,2025-05-30 14:55:22.955000+00:00,user_00032,2.144233333333333,0,2,3,2,1.0,0.0,0.0,0.0,Chrome,Linux,False,136.0.0,,RU,Transbaikal Territory
2025-05-31 00:13:53.449000+00:00,2025-05-31 00:18:16.538000+00:00,user_00032,4.384816666666667,1,3,9,4,2.0,0.0,0.0,0.0,Chrome,Linux,False,136.0.0,,RU,Transbaikal Territory
2025-05-30 02:39:32.128000+00:00,2025-05-30 02:54:02.110000+00:00,user_00033,14.499699999999999,0,1,35,31,12.0,2.0,2.0,0.0,Yandex Browser,Android,True,25.4.4,13,RU,Transbaikal Territory
2025-05-30 03:11:32.541000+00:00,2025-05-30 03:24:08.600000+00:00,user_00033,12.600983333333334,0,2,18,16,1.0,0.0,6.0,1.0,Yandex Browser,Android,True,25.4.4,13,RU,Transbaikal Territory
2025-05-30 09:35:42.077000+00:00,2025-05-30 09:41:36.852000+00:00,user_00033,5.912916666666666,1,3,12,7,1.0,1.0,1.0,0.0,Yandex Browser,Android,True,25.4.4,13,RU,Transbaikal Territory
2025-07-28 07:31:59.885000+00:00,2025-07-28 07:43:57.815000+00:00,user_00034,11.965499999999999,1,1,55,49,21.0,2.0,0.0,2.0,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory
2025-07-28 07:45:04.204000+00:00,2025-07-28 07:49:31.819000+00:00,user_00034,4.46025,1,2,3,0,0.0,0.0,0.0,0.0,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory
2025-07-28 07:50:38.079000+00:00,2025-07-28 07:53:25.090000+00:00,user_00034,2.7835166666666664,1,3,4,0,0.0,0.0,0.0,0.0,Chrome,Windows,False,138.0.0,10,RU,Transbaikal Territory
2025-06-04 12:16:50.807000+00:00,2025-06-04 12:24:16.725000+00:00,user_00035,7.431966666666667,1,1,6,2,1.0,0.0,0.0,0.0,Chrome,Linux,False,136.0.0,,RU,Transbaikal Territory
2025-06-10 08:53:07.630000+00:00,2025-06-10 09:12:58.690000+00:00,user_00035,19.851,1,2,14,6,0.0,0.0,2.0,1.0,Chrome,Linux,False,137.0.0,,RU,Transbaikal Territory
2025-06-10 09:39:22.173000+00:00,2025-06-10 09:42:00.113000+00:00,user_00036,2.6323333333333334,0,1,3,1,0.0,0.0,0.0,1.0,MiuiBrowser,Android,True,14.33.0,10,RU,Transbaikal Territory
2025-06-10 11:24:11.219000+00:00,2025-06-10 11:24:39.099000+00:00,user_00036,0.4646666666666667,0,2,3,2,0.0,0.0,0.0,1.0,MiuiBrowser,Android,True,14.33.0,10,RU,Transbaikal Territory
2025-06-10 12:09:42.956000+00:00,2025-06-10 12:13:40.680000+00:00,user_00036,3.9620666666666664,1,3,6,1,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,136.0.0,10,RU,Transbaikal Territory
2025-07-02 07:36:22.570000+00:00,2025-07-02 07:48:59.988000+00:00,user_00036,12.623633333333334,1,4,10,4,1.0,0.0,1.0,0.0,Chrome Mobile,Android,True,137.0.0,10,RU,Krasnoyarsk Krai
2025-06-17 02:23:21.831000+00:00,2025-06-17 02:26:46.150000+00:00,user_00037,3.4053166666666663,0,1,6,4,0.0,0.0,2.0,0.0,Chrome Mobile,Android,True,137.0.0,10,RU,Transbaikal Territory
2025-06-18 19:54:29.018000+00:00,2025-06-18 19:57:26.886000+00:00,user_00037,2.9644666666666666,1,2,5,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,137.0.0,10,RU,Transbaikal Territory
2025-06-18 20:09:00.697000+00:00,2025-06-18 20:11:16.424000+00:00,user_00037,2.2621166666666666,1,3,4,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,137.0.0,10,RU,Transbaikal Territory
2025-06-20 12:35:38.527000+00:00,2025-06-20 12:38:25.927000+00:00,user_00037,2.79,1,4,5,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,137.0.0,10,RU,Transbaikal Territory
2025-06-20 12:46:41.116000+00:00,2025-06-20 12:46:41.116000+00:00,user_00037,0.0,0,5,1,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,137.0.0,10,RU,Transbaikal Territory
2025-06-20 21:26:27.518000+00:00,2025-06-20 21:28:48.457000+00:00,user_00037,2.3489833333333334,1,6,4,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,137.0.0,10,RU,Transbaikal Territory
2025-06-20 21:35:45.216000+00:00,2025-06-20 21:37:56.634000+00:00,user_00037,2.1903,1,7,4,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,137.0.0,10,RU,Transbaikal Territory
2025-06-20 21:42:25.898000+00:00,2025-06-20 21:42:25.898000+00:00,user_00037,0.0,1,8,1,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,137.0.0,10,RU,Transbaikal Territory
2025-06-20 21:42:47.783000+00:00,2025-06-20 21:45:02.995000+00:00,user_00037,2.253533333333333,1,9,4,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,137.0.0,10,RU,Transbaikal Territory
2025-06-24 03:17:12.584000+00:00,2025-06-24 03:19:33.886000+00:00,user_00037,2.355033333333333,1,10,5,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,137.0.0,10,RU,Transbaikal Territory
2025-06-18 01:07:04.897000+00:00,2025-06-18 01:17:38.555000+00:00,user_00038,10.560966666666667,0,1,11,9,1.0,0.0,4.0,0.0,Chrome Mobile,Android,True,127.0.0,10,RU,Transbaikal Territory
2025-06-26 06:03:59.553000+00:00,2025-06-26 06:09:59.587000+00:00,user_00038,6.000566666666667,1,2,7,3,0.0,0.0,0.0,2.0,Chrome,Windows,False,137.0.0,10,RU,Irkutsk Oblast
2025-06-18 04:25:46.983000+00:00,2025-06-18 04:33:00.742000+00:00,user_00039,7.229316666666667,0,1,12,8,2.0,0.0,1.0,1.0,Yandex Browser,Android,True,25.4.4,15,RU,Transbaikal Territory
2025-06-26 20:38:31.237000+00:00,2025-06-26 20:43:38.085000+00:00,user_00039,5.114133333333333,1,2,7,2,0.0,0.0,1.0,0.0,Yandex Browser,Android,True,25.4.4,15,RU,Transbaikal Territory
2025-06-26 20:50:06.156000+00:00,2025-06-26 20:50:06.156000+00:00,user_00039,0.0,1,3,1,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,25.4.4,15,RU,Transbaikal Territory
2025-06-27 15:58:34.092000+00:00,2025-06-27 16:01:34.412000+00:00,user_00039,3.005333333333333,1,4,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,25.4.4,15,RU,Transbaikal Territory
2025-06-28 01:56:11.720000+00:00,2025-06-28 02:00:24.153000+00:00,user_00039,4.207216666666667,1,5,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,25.4.4,15,RU,Transbaikal Territory
2025-06-19 01:23:55.427000+00:00,2025-06-19 01:49:47.397000+00:00,user_00040,25.86616666666667,1,1,33,22,1.0,0.0,8.0,2.0,Chrome Mobile,Android,True,137.0.0,10,RU,Irkutsk Oblast
2025-06-19 02:05:57.285000+00:00,2025-06-19 02:09:19.134000+00:00,user_00040,3.36415,1,2,8,4,0.0,2.0,0.0,0.0,Mobile Safari,iOS,True,18.5,18.5,RU,Irkutsk Oblast
2025-06-19 02:23:47.692000+00:00,2025-06-19 02:27:14.551000+00:00,user_00040,3.4476500000000003,1,3,16,12,0.0,6.0,0.0,0.0,Mobile Safari,iOS,True,18.5,18.5,RU,Irkutsk Oblast
2025-06-24 03:48:34.679000+00:00,2025-06-24 03:51:32.029000+00:00,user_00040,2.955833333333333,1,4,14,10,0.0,5.0,0.0,0.0,Mobile Safari,iOS,True,18.5,18.5,RU,Irkutsk Oblast
2025-06-23 15:55:44.489000+00:00,2025-06-23 16:01:17.857000+00:00,user_00041,5.556133333333333,0,1,4,1,0.0,0.0,0.0,1.0,MiuiBrowser,Android,True,14.35.0,10,RU,Transbaikal Territory
2025-06-28 05:40:38.570000+00:00,2025-06-28 05:46:26.794000+00:00,user_00041,5.803733333333333,0,2,3,1,0.0,0.0,0.0,1.0,Chrome Mobile WebView,Android,True,137.0.7151,14,RU,Transbaikal Territory
2025-06-30 09:05:39.578000+00:00,2025-06-30 09:47:35.679000+00:00,user_00041,41.93501666666667,0,3,176,167,43.0,1.0,40.0,0.0,Chrome Mobile,Android,True,137.0.0,10,RU,
2025-06-30 13:26:24.663000+00:00,2025-06-30 13:31:48.388000+00:00,user_00041,5.395416666666667,1,4,13,9,1.0,0.0,3.0,0.0,Chrome Mobile,Android,True,137.0.0,10,RU,
2025-06-30 13:40:44.459000+00:00,2025-06-30 13:48:02.296000+00:00,user_00041,7.297283333333334,1,5,3,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,137.0.0,10,RU,
2025-06-30 13:49:36.652000+00:00,2025-06-30 13:55:27.627000+00:00,user_00041,5.849583333333333,0,6,2,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,137.0.0,10,RU,
2025-07-01 14:34:48.941000+00:00,2025-07-01 14:38:45.831000+00:00,user_00041,3.9481666666666664,1,7,10,6,1.0,0.0,2.0,0.0,Chrome Mobile,Android,True,137.0.0,10,RU,
2025-07-01 14:49:09.737000+00:00,2025-07-01 14:49:09.737000+00:00,user_00041,0.0,1,8,1,0,0.0,0.0,0.0,0.0,Chrome Mobile,Android,True,137.0.0,10,RU,
2025-06-26 12:38:33.091000+00:00,2025-06-26 12:49:33.103000+00:00,user_00042,11.0002,1,1,10,6,0.0,0.0,2.0,1.0,Yandex Browser,Windows,False,25.4.0,10,RU,Irkutsk Oblast
2025-06-26 13:09:22.733000+00:00,2025-06-26 13:12:33.679000+00:00,user_00042,3.1824333333333334,1,2,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Windows,False,25.4.0,10,RU,Irkutsk Oblast
2025-06-27 03:30:11.360000+00:00,2025-06-27 03:34:23.504000+00:00,user_00043,4.2024,0,1,4,3,0.0,0.0,0.0,3.0,Chrome,Windows,False,138.0.0,10,RU,Irkutsk Oblast
2025-06-27 07:48:58.577000+00:00,2025-06-27 07:53:26.254000+00:00,user_00043,4.461283333333333,1,2,8,4,0.0,1.0,1.0,0.0,Chrome,Windows,False,138.0.0,10,RU,Irkutsk Oblast
2025-06-27 15:00:40.870000+00:00,2025-06-27 15:12:43.217000+00:00,user_00044,12.039116666666667,0,1,4,2,0.0,0.0,0.0,2.0,Yandex Browser,Windows,False,25.4.0,10,RU,Irkutsk Oblast
2025-06-30 14:13:46.339000+00:00,2025-06-30 14:37:16.356000+00:00,user_00044,23.500283333333336,0,2,8,5,0.0,0.0,0.0,3.0,Yandex Browser,Windows,False,25.4.0,10,RU,Irkutsk Oblast
2025-07-02 03:26:33.389000+00:00,2025-07-02 03:32:16.774000+00:00,user_00044,5.723083333333333,1,3,13,8,0.0,2.0,2.0,0.0,Yandex Browser,Windows,False,25.4.0,10,RU,Transbaikal Territory
2025-06-29 10:36:27.979000+00:00,2025-06-29 10:39:02.983000+00:00,user_00045,2.5833999999999997,0,1,3,0,0.0,0.0,0.0,0.0,MiuiBrowser,Android,True,12.13.2,11,RU,Transbaikal Territory
2025-06-30 01:44:08.092000+00:00,2025-06-30 01:55:22.523000+00:00,user_00045,11.240516666666668,0,2,14,11,1.0,0.0,4.0,1.0,MiuiBrowser,Android,True,12.13.2,11,RU,Transbaikal Territory
2025-06-30 15:42:19.033000+00:00,2025-06-30 15:54:11.954000+00:00,user_00045,11.882016666666667,1,3,9,5,2.0,0.0,0.0,0.0,Yandex Browser,Android,True,24.77.1,11,RU,Transbaikal Territory
2025-07-01 08:11:09.812000+00:00,2025-07-01 08:14:07.697000+00:00,user_00045,2.96475,1,4,4,0,0.0,0.0,0.0,0.0,Yandex Browser,Android,True,24.77.1,11,RU,Transbaikal Territory
2025-07-02 01:33:35.056000+00:00,2025-07-02 01:36:34.808000+00:00,user_00045,2.9958666666666667,1,5,6,2,1.0,0.0,0.0,0.0,Yandex Browser,Android,True,24.77.1,11,RU,Transbaikal Territory
2025-07-03 05:30:26.361000+00:00,2025-07-03 05:33:21.953000+00:00,user_00045,2.9265333333333334,1,6,6,2,1.0,0.0,0.0,0.0,Yandex Browser,Android,True,24.77.1,11,RU,Transbaikal Territory
